Utterance,Type,Non-Judgmental Language,Warmth and Encouragement,Respect for Autonomy,Active Listening,Reflecting Feelings,Situational Appropriateness,ID,Comments,TS,Sub topic,Dialogue_Act,Emotion,Valence,Arousal,Dominance,Trust,SE
"I mean, I think when I really think about it, you know, like you said, I think I'm less depressed or think that I, you know, I'm more able to cope with it. You know, knowing Okay, well, this is the worst that could happen, but maybe it's not as bad as I thought. would be embed. ",P,,,,,,,9_60,,,,,,,,,,
"So there's a piece that comes with clarity that comes with accepting what the worst case scenario could be. Right? And probably another part of the adaptive response could be, you know, I could live to the worst case scenario. I think it's important to acknowledge that it's unlikely. that's unlikely. Right? So statistics probability is on your side here. Right? So, as you go out to the workplace and the workforce and seek employment, you'll probably have some, some interviews, we don't get a job offers, right. But eventually, if I have one where you do, yeah, right. It's, it's just math. Right? If you can accept the worst case that maybe reduce or limit that alcohol consumption, reduce that depression, anxiety.",T,-1.0,-2.0,0.0,1.0,-1.0,1.0,9_61,,,,,,,,,,
Yeah.,P,,,,,,,9_62,,,,,,,,,,
"So Let's end there for today. But I want you to try for the next week. I want to try plan that adaptive response, right? Actually, there's two we're talking about right? One is you could survive the worst case scenario. And the other one is that probabilistically It won't happen. Right? So you have kind of two. Well, you do have two adaptive responses I want you to apply when those automatic thoughts come up, like, I'm never gonna work again. Okay, this is a catastrophe. So like that self talk. Yeah, apply that self talk. So identify that automatic thought, because we've talked about that skill, right? And then apply that self talk right away. All right, and let's see, you have the thought record. Right. So when that you know, when you can fill one of those out, okay, when that happens when you have that automatic thought and you apply the adaptive response, even if you can't get it completely filled out, I understand that. I know there's a lot on there. Just what you can get done on that. Anything you can do. That would be helpful. ",T,1.0,1.0,0.0,1.0,1.0,0.0,9_63,,,,,,,,,,
Okay.,P,,,,,,,9_64,,,,,,,,,,
Sound good?,T,1.0,1.0,1.0,1.0,0.0,1.0,9_65,,,,,,,,,,
Yeah,P,,,,,,,9_66,,,,,,,,,,
So scheduled for one week. So I'll see you then we'll see how this goes to progress we can make on this on the alcohol and the depression and anxiety.,T,2.0,-1.0,0.0,-1.0,1.0,2.0,9_67,,,,,,,,,,
"Okay, thanks",P,,,,,,,9_68,,,,,,,,,,
Tiffany how you doing today?,T,2.0,2.0,-2.0,-2.0,-2.0,2.0,61_1,,,,,,,,,,
"Nice, ",P,,,,,,,61_2,,,,,,,,,,
I understand you've been having some recent difficulties.,T,2.0,-1.0,0.0,-2.0,-2.0,-1.0,61_3,,,,,,,,,,
I think with the cups.,P,,,,,,,61_4,,,,,,,,,,
There's some involvement with the place,T,2.0,-1.0,0.0,-1.0,-2.0,-1.0,61_5,,,,,,,,,,
"It was so blown out of proportion. Stupid neighbors were having a party. I'm trying to get sleep. It's like, you know, 10 11 I'm trying to why now they're having a party. I go over there, you know, at the door through the door. Yo, I'm trying to get sleep. Bring it down some no response. So I let myself in. With little forest by myself in there. I'll just confirm who's ever there who's having this party. Everybody's just like, everybody's ignoring me. So I just go over take the stairs. Are you open the window, throw it out the window. Then there may have been people walking by. This woman swear she was walking by says I almost I almost hit her. But to me that she called cops.",P,,,,,,,61_6,,,,,,,,,,
So what story are you on?,T,2.0,1.0,0.0,2.0,-2.0,-1.0,61_7,,,,,,,,,,
"Maybe third floor,",P,,,,,,,61_8,,,,,,,,,,
third floor. So you threw the stereo out the window. And,T,-2.0,1.0,1.0,0.0,2.0,-1.0,61_9,,,,,,,,,,
it was nowhere near that woman. She was way across the street but she says almost rehearsal.,P,,,,,,,61_10,,,,,,,,,,
She called whom?,T,2.0,-1.0,0.0,2.0,-2.0,-1.0,61_11,,,,,,,,,,
"she called the police said I was out of control and then the people from the party had a nerve to go down. When the cops got there and they agree with her they said came they sound broken and I just came in But anyway, Mesa other stereo and then the police are Brenton and put me in jail and they're threatening to press charges and now it's just ugly but it's blown out of proportion. ",P,,,,,,,61_12,,,,,,,,,,
You feel it's blown out proportion?,T,-1.0,-1.0,0.0,-1.0,-2.0,-1.0,61_13,,,,,,,,,,
Yes. Is anything,P,,,,,,,61_14,,,,,,,,,,
like this happened before?,T,2.0,2.0,0.0,-1.0,-2.0,-1.0,61_15,,,,,,,,,,
Not with the police or anything,P,,,,,,,61_16,,,,,,,,,,
how about anything were you found your anger? Strong?,T,2.0,-1.0,2.0,0.0,1.0,-1.0,61_17,,,,,,,,,,
"Well, maybe there was the time it was my daughter. She's 16 years old. You know how teenagers are? They don't listen. She wasn't listening. She has a smartphone brand new smartphone she got for Christmas, you know out of my money from my pocket. Brand new smartphone got for Christmas up here. Hello Is tuffrey homework. Did you do your homework? She says Gavin on the phone. Not listening. Took the phone. Throw it out the window. Broke shattered. Yeah.",P,,,,,,,61_18,,,,,,,,,,
How long ago was this with I think four five months ago for five months. All right. So do you find that you're angry often.,T,2.0,-1.0,0.0,-1.0,1.0,-1.0,61_19,,,,,,,,,,
I want to say I'm angry often. I just think is if people did what I wanted them to do I would have not been upset as much,P,,,,,,,61_20,,,,,,,,,,
so you find yourself upset on occasion,T,2.0,-1.0,0.0,-1.0,0.0,-1.0,61_21,,,,,,,,,,
"on occasion but again it's just if people wouldn't listen I don't know if it was last year your before 101 it was like it was one of those Thanksgivings and just my whole family's around you know Thanksgiving much about our cooking dinner. Busy all in the kitchen. Everything's hot when I've got this whole warming meal me. My brother's there, his family's there. You know, my husband's family's there. Everybody's there. Everybody's time to eat. Everybody's time to eat. I think this football game is more interesting than my food. I spent all day making this. So it's like, you know, just went to TV. Thought about my brother. He's 45 years old. He should be listening you know? But just throw it on the ground Smash. Now you will with us to their screen for a little bit got it all that felt so good get it up so their screen they're all staring but you they",P,,,,,,,61_22,,,,,,,,,,
do you feel like you plan to throw the TV or just something came up in the moment,T,1.0,1.0,0.0,-1.0,-2.0,2.0,61_23,,,,,,,,,,
man just happen yeah planner i think but just I just want them to eat you know,P,,,,,,,61_24,,,,,,,,,,
there's more of a spur of the moment thing spurred,T,1.0,2.0,0.0,-1.0,-2.0,0.0,61_25,,,,,,,,,,
a moment completely spurred a moment because our center,P,,,,,,,61_26,,,,,,,,,,
"hey it got their attention, the TV in broken so so this has your anger and some of your behaviors caused some recent trouble with the law. That's why you're here. Everything like I says",T,2.0,0.0,2.0,-1.0,-2.0,-1.0,61_27,,,,,,,,,,
there's no need for police No need.,P,,,,,,,61_28,,,,,,,,,,
For now they're involved and you feel like counseling may be helpful.,T,0.0,-1.0,2.0,0.0,-2.0,-1.0,61_29,,,,,,,,,,
"If I want to keep my job, yes, I can't go to jail. I'm like, I can't face any charges. I can't do that. So counselor would be helpful in that regard. I don't see it as a problem.",P,,,,,,,61_30,,,,,,,,,,
You don't see the anger as a problem?,T,2.0,-1.0,2.0,0.0,-1.0,-1.0,61_31,,,,,,,,,,
"Oh, see what everybody's talking about. My husband says, I have these anger issues. My kids say, throw a temper tantrum like a two year old. But I will say I will see it. You're just gonna say it. I don't see it.",P,,,,,,,61_32,,,,,,,,,,
Do you have any history of medical problems? mental health problem? Do you ever use drugs or alcohol?,T,1.0,1.0,0.0,-2.0,-2.0,-1.0,61_33,,,,,,,,,,
"No, nothing like that. Okay.",P,,,,,,,61_34,,,,,,,,,,
"So it seems like you are open to the idea of counseling, like to get your schedule going, our counselors, I get you in a couple days if that works. Ready to work. I appreciate you answering these questions. has been helpful and I'll get you set up with the counselor.",T,2.0,-1.0,0.0,-1.0,1.0,2.0,61_35,,,,,,,,,,
"Hello, Sophia.  ",T,2.0,2.0,-2.0,-2.0,-2.0,2.0,119_1,,,,,,,,,,
Hi. How are you doing today?,P,,,,,,,119_2,,,,,,,,,,
I'm good. How are you?,T,2.0,2.0,2.0,-1.0,1.0,-1.0,119_3,,,,,,,,,,
I'm doing well. Thanks for asking.,P,,,,,,,119_4,,,,,,,,,,
"I saw you last time a week ago. And I know you've had some concerns with employment working on employment. The first before we get into that I wanted to check in and see how you're doing emotionally. I know from last week, on a scale of one to 10 you said you were suffering from depression at about seven. Yeah. How is it today?",T,1.0,1.0,0.0,2.0,1.0,-1.0,119_5,,,,,,,,,,
"It's been it's been up and down. I think today, it's probably a seven again. But you know, I've been back down to a nine lately. I guess maybe I feel a little better because I'm coming here. And I know, we'll get to talk about it a little bit. But I guess you know, last time we were talking about me trying to get a job and live full time job. And I think I just realized last week that it's really hard for me to work full time right now. You know, I'm doing the part time thing with the work program, and they want us to do volunteer work in the afternoon, if we haven't found a full time job by a certain week. And I just, you know, just thinking about it, and I just don't think I can do that. I just don't think I can work for eight hours every day. It's just too much.",P,,,,,,,119_6,,,,,,,,,,
"So you're having some concerns about full time work and that level of energy, you'd have to exert that commitment. Alright, so we'll be okay today, if we kind of structured, what we're going to do sure for for this session. So, if it's okay with you, I'd like to talk about that. Okay. All right and and get some more details about kind of what's going on this week and your feelings surrounding that. And we touched on this a little bit in the last session. But I'd like to talk about kind of your core beliefs, your central beliefs that might be contributing some of these feelings of depression. Yeah. And then, for the last part, we'll work on like we did before, interventions to try to help you with with what's going on at work and with your depressed mood. And we can make changes to this as needed. I just want to start with an outline that we can, we can have going in okay. So make sense. Okay. Anything you want to add or take away from that?",T,0.0,-1.0,0.0,2.0,1.0,2.0,119_7,,,,,,,,,,
"No, I mean, that makes sense.",P,,,,,,,119_8,,,,,,,,,,
"Okay. So, tell me a little bit more about what's going on with the work.",T,0.0,-1.0,0.0,2.0,1.0,2.0,119_9,,,,,,,,,,
"Well, I mean, I don't really know why it is. I know I'm always tired because I just I have so much trouble sleeping, as I told you before. It's just It doesn't matter how tired I am, I can't sleep, but it's just I go, I go in the morning, you know, eight to noon, but then in the afternoon, it's just like, it's so hard to keep going on. It's just such a long amount of time. And I just feel like, I don't know if I can really do it. And especially in the winter, you know, if you work eight hours, by the time you get out of work, it's dark out and it just makes my depression so much worse.",P,,,,,,,119_10,,,,,,,,,,
"So, the latter part of the day is more of a struggle for you.",T,0.0,1.0,0.0,-1.0,1.0,0.0,119_11,,,,,,,,,,
"
 Yeah, a lot of hard work day.",P,,,,,,,119_12,,,,,,,,,,
So getting up in the morning and getting to work on time. You do okay with that.,T,0.0,1.0,0.0,2.0,-2.0,0.0,119_13,,,,,,,,,,
"It's hard. It's hard, but I feel like I'm better at that. I'm better at it. I'm already up anyway. So, you know, I know I gotta get up. I gotta do what I have to do.",P,,,,,,,119_14,,,,,,,,,,
"So the work program you're in now, you work in the morning?",T,0.0,-1.0,0.0,2.0,-2.0,0.0,119_15,,,,,,,,,,
Yeah.,P,,,,,,,119_16,,,,,,,,,,
What hours are you there?,T,0.0,-1.0,1.0,2.0,0.0,-1.0,119_17,,,,,,,,,,
Eight to noon.,P,,,,,,,119_18,,,,,,,,,,
And there's some work you have to do in the afternoon.,T,0.0,-1.0,0.0,2.0,-2.0,0.0,119_19,,,,,,,,,,
"Well, yeah, since I've been there for what is it eight weeks. And I haven't found a job yet. They want us to volunteer in the afternoon and they find us our own place of volunteer. So that's good. I don't have to find that myself. But I guess they want to get you used to doing something for eight hours a day and maybe you have something to put on your resume. And guess what? have like a big gap in your resume that doesn't look good either. So haven't been able to say a work tear even though I didn't make money. But just thinking about it, it's so exhausting. And you know, I get out of the work program and I think if I did go to, I can barely make it home. It's just so all I want to do is go home.",P,,,,,,,119_20,,,,,,,,,,
Thinking about it's exhausting. Can you tell me what type of thoughts you're having?,T,0.0,2.0,2.0,-1.0,1.0,-1.0,119_21,,,,,,,,,,
"I just don't think I can do it. Like, I just don't think I'm the kind of person that can work eight hours a day. And it just makes me feel like what's the point like, I'm going to work eight hours a day.",P,,,,,,,119_22,,,,,,,,,,
I don't think I can just there's just too many hours.,T,0.0,1.0,2.0,-1.0,1.0,0.0,119_23,,,,,,,,,,
Yeah.,P,,,,,,,119_24,,,,,,,,,,
Just go ahead do it today. You're doing well. I understand you've been having some difficulties recently the approach into the agency.,T,2.0,2.0,0.0,-1.0,1.0,-1.0,63_1,,,,,,,,,,
Yes.,P,,,,,,,63_2,,,,,,,,,,
Tell me about that.,T,2.0,-1.0,0.0,-1.0,-2.0,2.0,63_3,,,,,,,,,,
"Well, I was in a car accident about a month and a half ago. And I've just been having these, these issues that are preventing me from doing the things I'm used to doing.",P,,,,,,,63_4,,,,,,,,,,
Tell me about the accident.,T,1.0,1.0,0.0,2.0,-2.0,0.0,63_5,,,,,,,,,,
"Well, I was on my way home from work, and I was sitting at a stop sign and waiting for my turn to go. And as I proceeded through the stop sign, a car just came in blew through and hit me on the side and pushed me straight through the stop sign.",P,,,,,,,63_6,,,,,,,,,,
Were you hurt?,T,2.0,2.0,2.0,2.0,0.0,2.0,63_7,,,,,,,,,,
"I am not not too bad, too bit scary though. It was very scary.",P,,,,,,,63_8,,,,,,,,,,
And when When was this?,T,2.0,1.0,2.0,-1.0,1.0,-1.0,63_9,,,,,,,,,,
This was about a month and I guess maybe two months ago?,P,,,,,,,63_10,,,,,,,,,,
About two months ago?,T,1.0,1.0,2.0,-1.0,-2.0,-1.0,63_11,,,,,,,,,,
Yeah,P,,,,,,,63_12,,,,,,,,,,
Right. And when did the symptoms start?,T,1.0,1.0,0.0,-2.0,-2.0,2.0,63_13,,,,,,,,,,
shortly after. I've been I've been feeling feeling pretty bad for about about a month or so.,P,,,,,,,63_14,,,,,,,,,,
Get some of those feelings.,T,2.0,2.0,0.0,-1.0,-2.0,2.0,63_15,,,,,,,,,,
I've had a lot of anxiety especially when it comes to getting in my car and going places are just getting really overwhelmed with fear. just scared that I'm going to get into another car accident.,P,,,,,,,63_16,,,,,,,,,,
"You, you are still driving?",T,1.0,1.0,0.0,2.0,-2.0,0.0,63_17,,,,,,,,,,
"Not Not a lot, not a lot.",P,,,,,,,63_18,,,,,,,,,,
"It's not driving a lot, but you're able to drive. But when you do drive, there's a lot of anxiety, a lot of fear. ",T,1.0,1.0,0.0,2.0,-1.0,0.0,63_19,,,,,,,,,,
Yes.,P,,,,,,,63_20,,,,,,,,,,
Are you more aware of what's going on? around you?,T,2.0,1.0,0.0,-2.0,-2.0,-1.0,63_21,,,,,,,,,,
"Definitely. I think um, I would say over aware I can't. Sometimes I can't even focus on where I'm going because I'm just paying attention to all the drivers on the road, just, you know, making sure that I don't get hit again.",P,,,,,,,63_22,,,,,,,,,,
"Not sure you're, you're driving with more awareness of what's going on around you. anxious and irritability.",T,1.0,1.0,0.0,2.0,1.0,0.0,63_23,,,,,,,,,,
"Yes, yes. A lot more than than usual.",P,,,,,,,63_24,,,,,,,,,,
Tell me about that.,T,2.0,-1.0,0.0,-1.0,-2.0,2.0,63_25,,,,,,,,,,
"Well, I have two Dogs and I love my dogs and just lately everything they do just gets on my nerves you know just barking walking. I mean everything just and I don't know where it has come from I've never been like that with them before but they they just they bothered me so much that I don't even want them around sometimes.",P,,,,,,,63_26,,,,,,,,,,
Have you since the accident recessive symptoms started Have you had positive feelings like happiness joy?,T,1.0,1.0,0.0,-1.0,-2.0,0.0,63_27,,,,,,,,,,
Now everything just depresses me anymore. Everything. Nothing seems to be going right at all.,P,,,,,,,63_28,,,,,,,,,,
"not since the symptoms started. Do you know how when it's Something surprises you. And you're startled, right? That's natural for everybody. Have you noticed that that startle response is different now,",T,2.0,1.0,0.0,-2.0,-2.0,-1.0,63_29,,,,,,,,,,
"after the accident? It is everything startled me just you know, a knock at the door or the phone ring in or any kind of a job here just kind of scares me out of my skin.",P,,,,,,,63_30,,,,,,,,,,
"So that's, that's more so than it would would have in the past.",T,1.0,1.0,0.0,2.0,1.0,0.0,63_31,,,,,,,,,,
"Yeah, I've never been like that before",P,,,,,,,63_32,,,,,,,,,,
is there changes in your concentration?,T,1.0,1.0,0.0,-2.0,-2.0,-1.0,63_33,,,,,,,,,,
"I can't seem to focus on anything. I'm in school. And when I have readings to do for school, I just, I get so distracted. I have to close the book and do something else. I can't. Yeah, I definitely can't focus when it comes to my schoolwork.",P,,,,,,,63_34,,,,,,,,,,
So when you're having trouble concentrating? What kind of thoughts are you being distracted toward,T,1.0,1.0,0.0,2.0,-2.0,-1.0,63_35,,,,,,,,,,
"if I have somewhere to go on things About You know, getting in the car and driving and you know the possibility of being in another accident I just a lot of my thoughts seem to focus on one being in my car and just the accident I can't seem to shake that.",P,,,,,,,63_36,,,,,,,,,,
So tried to kind of push the thoughts aside and then they're still there.,T,1.0,1.0,0.0,2.0,1.0,0.0,63_37,,,,,,,,,,
Yeah.,P,,,,,,,63_38,,,,,,,,,,
and trouble sleeping.,T,1.0,1.0,0.0,-2.0,-2.0,0.0,63_39,,,,,,,,,,
I'm somewhat I don't have any trouble getting to sleep but I have trouble staying,P,,,,,,,63_40,,,,,,,,,,
to wake up several times a night.,T,1.0,1.0,0.0,-1.0,-2.0,0.0,63_41,,,,,,,,,,
yeah,P,,,,,,,63_42,,,,,,,,,,
How about your relationship with other people you feel there's the same distance or do you feel closer or more detached,T,0.0,-2.0,2.0,0.0,-2.0,-1.0,63_43,,,,,,,,,,
well My mom is probably the person I'm closest to. And I haven't really wanted to spend a lot of time with her anymore. I'm really just staying in the house and just stay into myself.,P,,,,,,,63_44,,,,,,,,,,
"about dreams, a change in dreams like the events of the accident come up.",T,2.0,-2.0,0.0,0.0,1.0,0.0,63_45,,,,,,,,,,
"Well, one one night there was this dream that stuck out to me. I was driving home from work. And I was just about to get on the highway. And I heard sirens coming. And I stopped to see where the sirens were going and they got closer and closer to me and they seem to surround me and I was like, wait, what's going on? And I woke up and I was like, Oh my gosh, what I you know, I was I felt like I was right back there. In that moment where I was in a car accident and the police responded to the accident but it was so much more intensified. Like, you know, I've never had a dream like that before.",P,,,,,,,63_46,,,,,,,,,,
"And when you woke up It sounds like you were alarmed not want to stress was Does that ever happened when you weren't asleep and said like a dream? Have you ever had a moment where you're kind of back in the car accident? You know in the cars accidents happening, like it feels like you're really back there",T,1.0,1.0,0.0,-1.0,1.0,0.0,63_47,,,,,,,,,,
maybe once or twice but not sure,P,,,,,,,63_48,,,,,,,,,,
do have any medical problems?,T,1.0,1.0,0.0,-2.0,-2.0,-1.0,63_49,,,,,,,,,,
No,P,,,,,,,63_50,,,,,,,,,,
"nothing going on. And the use of drugs or alcohol,",T,1.0,1.0,-1.0,-1.0,-2.0,-1.0,63_51,,,,,,,,,,
No,P,,,,,,,63_52,,,,,,,,,,
nothing like that. Do you remember all the details of the accident? Or do you feel like there's pieces of memory that are missing?,T,1.0,1.0,2.0,-1.0,-2.0,-1.0,63_53,,,,,,,,,,
"I really can't remember the details. I just know about him. I don't know. I don't. I can't remember back to what happened. And people keep asking me and I just, I can't remember at all. Really what happened.",P,,,,,,,63_54,,,,,,,,,,
So some memory loss surrounding that.,T,2.0,1.0,1.0,-1.0,-2.0,-1.0,63_55,,,,,,,,,,
"Yeah, definitely.",P,,,,,,,63_56,,,,,,,,,,
"Do you ever have or, or since the symptoms have come on? Do you ever feel like you're not really yourself, you're separated from yourself kind of unreal experience or you're separated from the world, either one of those. Feel like that. Okay. Jessica, based on our conversation here, I'm going to set you up to see a counselor if that's something you're open to. And I want to thank you for taking the time to tell me what happened and answer my questions. It's been very helpful. ",T,2.0,2.0,2.0,-2.0,-2.0,2.0,63_57,,,,,,,,,,
Thank you.,P,,,,,,,63_58,,,,,,,,,,
Thanks.,T,2.0,2.0,0.0,0.0,0.0,2.0,63_59,,,,,,,,,,
Good Bye,P,,,,,,,63_60,,,,,,,,,,
So we're here today to talk about CBT and your experiences of it. How did you feel initially about the thought of going for CBT,T,0.0,1.0,0.0,0.0,-1.0,0.0,74_1,,,,,,,,,,
"my clinical psychologist has told me that I needed to see someone. I thought I didn't need to see someone because there was nothing wrong with me. I just had a heart disease. And I, my heart disease had got so severe and I was just tired and there was no one that could make it better. By listening to me or talking to me, the only thing I thought that could heal me was heart surgery. And when he suggested that I see someone, it didn't seem to make sense. But because I was so depressed, so far gone, I, my husband through my husband, I thought I try and just take a chance and just listen to someone or let someone Listen to me, because I wasn't sure what it entailed. I've never been to a clinical psychologist before. So to me as a clinical psychologist was a shrink, you must have had something seriously wrong with your brain that you needed to see a clinical psychologist, and I didn't need to see one. But when I did Mita and I realized that not being able to make up my mind by Waiting for surgery for heart surgery. I'm putting my name down on the list. I needed someone to help be accepted in order to get surgery done, because I didn't want to get surgery done and she listened to me and to the way I felt and what was making me whoa, hold back on surgery and what made me feel the way I did. And funnily enough, as a woman, you tend to feel that you can cry on someone else's shoulder. But for the first time, just letting my emotions out to her. She helped me cry and by me speaking to her, it helped me see myself from the inside. If that makes sense. I then I began to understand why I had to get heart surgery done wasn't because I was tired but I had my family and everyone that went through the road with me of suffering was mad so I needed to get it done. And then eventually I did put my name down on the list not knowing it would be done so quick because asked was just supposed to take me six to eight months to get heart surgery done. But when I started seeing my clinical psychology, I understood it, I put my name down and I got my surgery done in 30 days time. So it sounds like part of the clinical psychologists role with you is to help you to make your decision around whether to get surgery or not. Yes. But you also said that you were quite depressed at the time was the CBT helpful for your depression as well, it helped because then, instead of crying and holding things back emotionally, it helped me let things out. And by letting things out, it helped me understand what I was feeling because most of the time we bottle things up, we never let them out or we never talk to each other, or other people. So when we bottle stuff up, it makes it harder for us to figure out ways to solve problems. Sometimes it can be a little problem and we turn it into a big problem because we just don't communicate with other people or talk things over to make it easier to understand. And she helped me understand and I saw her before surgery right through my heart surgery and after heart surgery, and she helped me. By then by the time I started with heart surgery, I'd lost myself confidence. I was so depressed, I was so withdrawn. But after I had heart surgery, and I carried on seeing her, she helped me gain my confidence back again. She helped me gain my trust again, she helped me see that there was something worth loving for again. And a lot of times when I think of the things that are needed for me, it brings tears to my eyes and makes my heart swell up because I didn't know another person could do that for you. By just listening to you, you know, like when we go to mom when you got a problem and you think no one can understand, but my mom can because she knows what I'm coming from. But it's not to say that clinical psychologists are like that. But it's just the way they listen to you. Just having that someone that can listen to you and just be there and be still be quiet and let you express yourself. That's how and help you find out what problems are that you've got and help you solve those problems if they can.",P,,,,,,,74_2,,,,,,,,,,
"Was there anything about the CBT, in particular, that you found was helpful for you?",T,2.0,1.0,2.0,-1.0,1.0,-2.0,74_3,,,,,,,,,,
"Dr. Penny was there with me every step of the way. With all the problems that I had, she helped me Show me that there's an easier way to solve everything and not make a big problem out of everything. There's always someone every step of the way that stayed to help if you need a helping hand. And that's how I in by the time I'd finished therapy with her, I found out that clinical psychologists are not just strings. They are people like us and they do feel like us and it's so much easier. To speak to someone when you're having problems because we all do in our lifetime breakdown sooner or later. If you don't have to be mentally ill, you can be in a car accident, any any problems in the home is something you can even have a death in the family that you can break down with. And you need somebody just to hear you how you feeling, because we all assume that somebody else naturally knows what I'm feeling or thinking. But it's not that way. We all have different",P,,,,,,,74_4,,,,,,,,,,
whether any drawbacks to going for CBT,T,2.0,1.0,0.0,-1.0,-1.0,-1.0,74_5,,,,,,,,,,
"in the beginning, I didn't. I didn't have any drawbacks going for CBT because I was so severely depressed, I needed it. And I found that they were people all around that would help me so there was nothing. The only thing that was stopping me was me.",P,,,,,,,74_6,,,,,,,,,,
Sounds like it was a good experience for us. If you go Any advice that you would want to offer anyone who is thinking now about going for CBT?,T,2.0,1.0,0.0,-1.0,-1.0,-1.0,74_7,,,,,,,,,,
"Yes. Don't look at the word CBT. But look at the person behind it. Because sometimes we see big words and we don't understand the meaning of those words. And we assume, but sometimes when we look behind the word, like clinical psychologists, I would have said a shrink and I would never have thought myself going to one because they deal with mental people. But it's not that it's, you can have suffered from depression. You can suffer from any kind of illness and it's so good to go to a clinical psychologist when you need them. Because one, sooner or later in our lives, we will need one and most people when you know like when you find younger people that nowadays, lots of young people are going under so much stress in life. If you haven't got a parent or a friend, and you're suffering from depression, those are the right people to speak to because It's good to be able to have someone in your life that you can talk to. Because I know there's no one in my family that I can talk to. I always think my husband would never understand me. My kids would never understand me. When I go to the doctor, he never has that enough time for me. But with a clinical psychologist, they make that time for you. And they listen to you, you've got you've got that time with them to express yourself and you still got follow ups, they can check on you and make sure everything's right. If you not, everything's not alright. They can always check and find ways and means to help you. get you in touch with other people that can help you or get in touch with other people that are in the same. Having the suffering from the same conditions as you and you can swap ideas with each other to find and live a happier life.",P,,,,,,,74_8,,,,,,,,,,
"I saw the thing that your name is Elizabeth, and I'm not sure if that's what you go by, ",T,2.0,1.0,2.0,-1.0,-1.0,-1.0,26_1,,,,,,,,,,
"I mean, Liz would be the best. ",P,,,,,,,26_2,,,,,,,,,,
"All right, great. So this one of the things I wanted to talk with you about is I know that you did some assessments over the last couple of days. And so I want to talk with you about that and just talk with you about kind of treatment and how things are going to go. And based on that sounds like the what, from what you were saying in terms of the assessment process that you have an eating disorder, it's called bulimia nervosa, and I'm not sure if you've ever heard of that.",T,0.0,2.0,2.0,-1.0,-2.0,-1.0,26_3,,,,,,,,,,
"I mean, a little bit yeah. Okay.",P,,,,,,,26_4,,,,,,,,,,
"So what I want to do is kind of describe that for you a little bit. So what you talked about was that there are periods of time when you have when you have eating episodes where you eat, like kind of a large amount of food that you feel like that you've lost control and you feel, you know, like overly full me vomit and the This happens fairly regularly. And there are times to when you, you know, you're maybe really overly concerned about your shape or your weight. And that feel familiar to you. Yeah. So and then it sounds like that's been going on for quite some time, at least, you know, two, three, sometimes even upwards of five times a week.",T,0.0,2.0,2.0,-1.0,-2.0,0.0,26_5,,,,,,,,,,
"I, I'd say, Yeah. All right.",P,,,,,,,26_6,,,,,,,,,,
"So just want to let you know to about, about that, that it's not unusual. For a person like in college like yourself to be struggling with an eating disorder like this. In fact, we see upwards of 5% of women and call on college campuses who struggle with that and even more upwards of 20%, who have you know, kind of what we would call kind of variants of that in terms of excessive dieting, and some may even like, throw up or use laxatives or excessively exercise, so it's not unusual. One of the things we know about blaming Nervosa is that for a lot of women, it really starts by Excessive dieting. So like going for long periods of time without eating and sounds like that that was something that you endorsed as well that there are times when you kind of diet excessively. Yeah,",T,0.0,2.0,2.0,-1.0,-2.0,0.0,26_7,,,,,,,,,,
especially when I was younger.,P,,,,,,,26_8,,,,,,,,,,
