Utterance,Type,ID
"Hello Mr. Vance, my name is Dr. Vanita Goves and I'm one of the psychiatrists who works here. Can you tell me what's brought you here today?",T,QmFwph3ql3w_1
"Yeah, well I was referred to you by my GP because my wife thinks I'm drinking too much.",P,QmFwph3ql3w_2
"Right, I see. And do you think you're drinking too much?",T,QmFwph3ql3w_3
"Well, looking at it from her point of view, I suppose I do like a drink, yeah.",P,QmFwph3ql3w_4
Maybe we can just explore that a little bit more. How much would you say you drank in a day?,T,QmFwph3ql3w_5
"Now? Oh, it's crept up over the years. Well if I'm honest, I drink about a bottle of vodka a day.",P,QmFwph3ql3w_6
A bottle of vodka a day. And how long have you been drinking that much for?,T,QmFwph3ql3w_7
"Well as I say, it's crept up, a few years now.",P,QmFwph3ql3w_8
"Can you be more specific? Two years, three years, five years?",T,QmFwph3ql3w_9
"Well, initially I just used to have a couple of drinks after work because I've got a pretty responsible job and I just found a drink calmed me down. Then I got more responsibility and I found a bit more alcohol helped me. So yeah, I'm drinking about a bottle a day now.",P,QmFwph3ql3w_10
"Okay, so you'd say for about the last two years, three years?",T,QmFwph3ql3w_11
"Yeah, about that.",P,QmFwph3ql3w_12
And do you drink anything else apart from vodka?,T,QmFwph3ql3w_13
"Yeah, after work I normally go to the pub and I have two to four pints of bitter or lager.",P,QmFwph3ql3w_14
"Right, okay. And would that be every day?",T,QmFwph3ql3w_15
"Yeah, especially Monday to Friday when I'm working, but at weekends I normally go down the local pub and have a few at lunchtime.",P,QmFwph3ql3w_16
Right. And how much is a few?,T,QmFwph3ql3w_17
"Again, about two to four pints.",P,QmFwph3ql3w_18
"On a weekday, you have about two to four pints after work and then you come home and drink about a bottle of vodka?",T,QmFwph3ql3w_19
"Well no, I drink during the day. Not when I'm working mind you, apart from lunchtime, not when I'm at work.",P,QmFwph3ql3w_20
So when do you start drinking during the day on an average day?,T,QmFwph3ql3w_21
After I'm up and dressed and have my breakfast at home.,P,QmFwph3ql3w_22
"Right, so after breakfast. And again, when did that start?",T,QmFwph3ql3w_23
A couple of years ago.,P,QmFwph3ql3w_24
And what about the weekend? Is it the same at the weekend? Would you drink more than a bottle of vodka during the day at the weekend?,T,QmFwph3ql3w_25
No.,P,QmFwph3ql3w_26
"It'd be about the same, would it?",T,QmFwph3ql3w_27
Yeah.,P,QmFwph3ql3w_28
Okay. And are there other regular times when you'd drink more than what you've told me?,T,QmFwph3ql3w_29
No.,P,QmFwph3ql3w_30
"Okay. And is it just beer and vodka, or would you drink wine or liqueurs?",T,QmFwph3ql3w_31
"No. We used to drink wine together with an evening meal, but since she started complaining, she sort of nailed that on the head so we don't do that anymore.",P,QmFwph3ql3w_32
And would you say you have to drink more to get the same effect from the alcohol?,T,QmFwph3ql3w_33
"Yeah, the same calming effect, yeah.",P,QmFwph3ql3w_34
"Do you ever have days where you don't drink, or periods where you don't drink?",T,QmFwph3ql3w_35
"A few months ago now, when she really had a go at me and I thought to myself well maybe I'll give it a try again.",P,QmFwph3ql3w_36
And how long did that last for?,T,QmFwph3ql3w_37
About three days.,P,QmFwph3ql3w_38
And in that time did you experience any physical feelings at all?,T,QmFwph3ql3w_39
"Yeah, I was shaking. I was on edge all the time. I wasn't working properly and I was sweating and I just felt absolutely lousy.",P,QmFwph3ql3w_40
So you had to take time off work?,T,QmFwph3ql3w_41
"No, I didn't dare take time off work. I just said I had a bit of a cold, but I thought to myself I can't carry on like this. So I had a couple of large vodkas and that made me feel better.",P,QmFwph3ql3w_42
Did you ever get those similar sort of feelings in the morning when you wake up?,T,QmFwph3ql3w_43
"Yeah, nowadays, yeah.",P,QmFwph3ql3w_44
And what happens? You have the drink in the morning and that makes you feel better?,T,QmFwph3ql3w_45
"Yes, it does.",P,QmFwph3ql3w_46
"If you don't have that drink in the morning, what happens?",T,QmFwph3ql3w_47
"By the time I get to work, I feel pretty shaky and very on edge. As I say, I don't touch it when I am at work because I've got a pretty responsible job.",P,QmFwph3ql3w_48
And you work as a bank manager?,T,QmFwph3ql3w_49
"I do indeed, yeah.",P,QmFwph3ql3w_50
"Has anyone apart from your wife commented about your drinking? Have you ever had any more serious health problems? Seen a doctor, memory loss, fits, or serious shakes?",T,QmFwph3ql3w_51
"No, no, touch wood, nothing like that.",P,QmFwph3ql3w_52
Okay. And you went to your GP. Did he do any physical health tests at all?,T,QmFwph3ql3w_53
He did some blood tests.,P,QmFwph3ql3w_54
And did that show anything?,T,QmFwph3ql3w_55
"He said my liver wasn't too good. My wife threatened to leave me basically, so that's what got me to see the GP. He said I've got to cut it down a bit and then he said he was going to refer me to somebody to talk about it.",P,QmFwph3ql3w_56
"Right, okay. And how did you feel about that?",T,QmFwph3ql3w_57
"Well, I wasn't exactly over the moon when he suggested it, but if it's a choice of coming to see you or my wife leaving me, I came to see you. I don't want to lose her you see.",P,QmFwph3ql3w_58
I can see that it's had quite an impact at home. What about outside the home? How has your drinking affected jobs or anything else?,T,QmFwph3ql3w_59
It hasn't affected my job.,P,QmFwph3ql3w_60
"What about relationships other than your wife, with family, friends? Any other serious consequences?",T,QmFwph3ql3w_61
"Well, I have to go to family dos and dragged along to there, but I avoid mixing with my work colleagues socially. I find that bores me. I've tried it once and I found I needed a drink and I thought I was going to put my foot in it, so I left early and just make excuses now.",P,QmFwph3ql3w_62
"Right, okay. Thanks for coming to talk to me today.",T,QmFwph3ql3w_63
Thank you.,P,QmFwph3ql3w_64
"Today, let's just focus on one or two things that are problems for you. Can you pick something out from the things that you've brought that you can't get rid of but you know you probably won't really use? Now, remember, this is an exercise and the purpose is not to throw things away, but just to learn something about your attachments to them. Okay?",T,DJSTzTdXwWc_1
Okay. How about this purple shirt?,P,DJSTzTdXwWc_2
"Okay, that looks great. Let's try what we call a downward arrow method to look at the way you think about getting rid of this shirt, so we can better understand how attached you are to it.",T,DJSTzTdXwWc_3
That sounds okay to me.,P,DJSTzTdXwWc_4
"So, what comes to mind when you look at the shirt?",T,DJSTzTdXwWc_5
"Well, I got this shirt for Christmas three years ago from my sister, and that was just a really good year. I was still married, and I just remember feeling happy. So now whenever I look at this shirt, I remember there was a time in my life when I felt that way.",P,DJSTzTdXwWc_6
"Okay. So it sounds like you have a strong emotional attachment to the shirt because it brings back good memories. If you were to get rid of the shirt, what thoughts would you have?",T,DJSTzTdXwWc_7
"Well, I'm worried that I wouldn't be able to remember that Christmas and that happy time in my life as well if I didn't have the shirt to remind me. I'm also worried that my sister is going to expect me to have it. She gave it to me for a gift, and if I get rid of a present she gave me, it'll be like I didn't appreciate her gift. She might ask me, 'Where's that purple shirt I gave you?' or 'Why don't you ever wear it?' and I just think she'd be very disappointed in me if I got rid of it.",P,DJSTzTdXwWc_8
I see. So what would be so bad if your sister was disappointed in you because you got rid of the shirt?,T,DJSTzTdXwWc_9
"Well, if she was disappointed, I know that I'd done something to upset her, like I'd betrayed her somehow. And then I'd feel like a bad sister.",P,DJSTzTdXwWc_10
And what would be the worst part of that?,T,DJSTzTdXwWc_11
"Well, if I'm a bad sister, she won't want to talk to me anymore because she won't be able to trust me. We usually talk a few times a week, and if she doesn't want to talk to me anymore, I'll get really lonely.",P,DJSTzTdXwWc_12
Can you tell me more about how that would feel?,T,DJSTzTdXwWc_13
"Well, I'd hate feeling all alone because then I'd feel like I don't have anyone in my life that's there for me. And if she abandoned me, I'd be all alone and depressed.",P,DJSTzTdXwWc_14
"I see. So when you think about throwing away the shirt, a number of horrible things occur to you, right? You won't remember the happy feeling at Christmas when you got the shirt, your sister may abandon you, and you'll be lonely and depressed. Is that right?",T,DJSTzTdXwWc_15
Yes.,P,DJSTzTdXwWc_16
"It's no wonder you can't get rid of it then, is it? I don't think I'd get rid of it either under those circumstances. Let me ask you a few more things. How certain are you that these bad things will happen to you if you get rid of the shirt? Are you 50% sure or 100% sure, or what?",T,DJSTzTdXwWc_17
I think I'm probably 90% sure.,P,DJSTzTdXwWc_18
"I see. And in terms of how badly you'll feel on a scale of say 1 to 10, where 10 is as bad as you can imagine feeling, just how bad would you feel getting rid of the shirt?",T,DJSTzTdXwWc_19
"Too bad to actually do it. I guess it would be a 9 or a 10. There's no way I would do it, though. It's too much.",P,DJSTzTdXwWc_20
"Okay. So if you did get rid of the shirt, how long do you think that bad feeling would last?",T,DJSTzTdXwWc_21
"Oh, probably for a long, long time. My sister is the most important person in my life. If I don't have her, I'd get up in the morning feeling like, 'Now what?'",P,DJSTzTdXwWc_22
"Yeah. So if I'm understanding you correctly, you're saying that you're 90% sure that some really bad things are going to happen to you when you get rid of the shirt. You'll lose some good memories, your sister will abandon you, and you'll end up lonely and depressed. Not only that, but the bad feeling will be as bad as pretty much anything you can imagine and it'll last a long time. Does that kind of sum it up?",T,DJSTzTdXwWc_23
"Yes, that's right.",P,DJSTzTdXwWc_24
So it's clear that this shirt has meaning that goes well beyond just the physical shirt.,T,DJSTzTdXwWc_25
It certainly does. Just like almost everything else I have.,P,DJSTzTdXwWc_26
"Yeah, I see. If we talk about it, do you think the meaning of the shirt will change if we just spend some time talking about this shirt?",T,DJSTzTdXwWc_27
I don't know. I'm certainly willing to talk about it. I don't think I'm willing to get rid of it though.,P,DJSTzTdXwWc_28
"Yeah, okay. Well, let me ask you this. You've mentioned how you think your sister would feel if you got rid of the shirt. Could you also tell me what your sister thinks about your hoarding problem?",T,DJSTzTdXwWc_29
"Well, she thinks it's horrible and disgusting. She won't even come to my house anymore because it's a cluttered wreck.",P,DJSTzTdXwWc_30
"So if she thinks that, do you think she'd really be upset if you got rid of the shirt?",T,DJSTzTdXwWc_31
I don't know. I guess I hadn't thought about it from that angle.,P,DJSTzTdXwWc_32
"If getting rid of the shirt would help your hoarding problem, what do you think your sister would say about it?",T,DJSTzTdXwWc_33
I guess she'd probably want me to get rid of it. Anything to help my hoarding.,P,DJSTzTdXwWc_34
"If your sister wouldn't mind if you got rid of the shirt, would you still feel like a bad sister for getting rid of it?",T,DJSTzTdXwWc_35
"Well, I don't think she'd be happy that I was giving away a gift from her, but I suppose she'd be glad that I was decluttering.",P,DJSTzTdXwWc_36
"So if you think about it now, are you still 90% sure all those bad things would happen to you if you get rid of the shirt?",T,DJSTzTdXwWc_37
I don't know. Maybe 70 or 80% sure now.,P,DJSTzTdXwWc_38
"So once you thought about the shirt in a different way, your attachment to it changed a little bit. Is that right?",T,DJSTzTdXwWc_39
"Yes, you're right. It sort of changes my perspective, I guess.",P,DJSTzTdXwWc_40
Would you be willing to do a more difficult experiment with the shirt?,T,DJSTzTdXwWc_41
I don't know. What do you have in mind?,P,DJSTzTdXwWc_42
"Well, you're certain that you'd be distressed if you threw the shirt away because of your attachment to it, but maybe you're mistaken about that. What if we test your prediction about how bad you'll feel by actually getting rid of it and keeping track of how you feel?",T,DJSTzTdXwWc_43
"I guess I could try, but only with the shirt.",P,DJSTzTdXwWc_44
We call this a behavioral experiment because we've established some predictions and we'll set about trying to test those predictions. Let's try discarding the shirt. So here's a donation bag and I'll take it to the Salvation Army. Do you think you can try that?,T,DJSTzTdXwWc_45
"You won't really throw this away, will you?",P,DJSTzTdXwWc_46
It sounds like this is pretty hard for you. How bad does it feel to put the shirt in the bag?,T,DJSTzTdXwWc_47
Pretty bad. I really don't want to get rid of it. But I will. I'd rate this at about a 6 or 7. I'm definitely not happy about it.,P,DJSTzTdXwWc_48
"Okay. Well, let me try one more thing. Let me take this donation bag and I'm going to put it in the other room and then let's see what happens. Okay?",T,DJSTzTdXwWc_49
"Okay, so it's been about 15 minutes since you got rid of that shirt. How does it feel now?",T,DJSTzTdXwWc_50
"Well, it's not as bad now. I still feel uncomfortable about it, but I can live with it.",P,DJSTzTdXwWc_51
"So before we started, you were 90% sure that some bad things would happen if you got rid of the shirt. You thought you'd lose memories of the holiday, that you'd offend your sister and her friendship, and that you would become lonely and depressed. How do all these predictions seem to you now?",T,DJSTzTdXwWc_52
"Well, I guess it was a bit over the top. So far none of those bad things have happened and I don't think my sister will abandon me over this. I'm still a little concerned about the memory thing, though, and I do worry a little about my sister's reaction.",P,DJSTzTdXwWc_53
So how would you rate how sure you were about this? Remember you were 90% before.,T,DJSTzTdXwWc_54
I guess I'd say about 50% now.,P,DJSTzTdXwWc_55
"The other thing you predicted was that you would feel pretty bad, that it would be very uncomfortable. In fact, I think you rated that feeling at a 9 or a 10 on a 10-point scale. What do you think about that prediction?",T,DJSTzTdXwWc_56
"Well, I do feel bad, but I certainly don't feel that bad. I would probably rate it at about a 5.",P,DJSTzTdXwWc_57
So did anything surprise you about this experiment?,T,DJSTzTdXwWc_58
"Yeah, I was surprised that I actually got rid of that shirt. Although I still want to get it back, I think I can tolerate letting it go. I expected to feel worse than I do and to worry more about not having it.",P,DJSTzTdXwWc_59
Do you think it makes sense to keep track of how you feel about the shirt over the next week to see how your thoughts and feelings change about it?,T,DJSTzTdXwWc_60
I think that might be a good idea.,P,DJSTzTdXwWc_61
"Okay, let's do that. And when we talk next week, we'll come back and talk about this shirt, okay?",T,DJSTzTdXwWc_62
Okay.,P,DJSTzTdXwWc_63
Last week we did an experiment. Can you tell me now your reactions to the experiment?,T,DJSTzTdXwWc_64
"Well, for a while I still had the feeling that I somehow let my sister down and that I should have worn the shirt more than I did. So I decided to call my sister and I told her that I had given the shirt away.",P,DJSTzTdXwWc_65
And was your sister disappointed in you?,T,DJSTzTdXwWc_66
She had forgotten that she had even given me the shirt because she never saw me wear it.,P,DJSTzTdXwWc_67
What else happened?,T,DJSTzTdXwWc_68
"Well, I was surprised I could still remember that Christmas and how good I felt back then, even without the shirt to remind me.",P,DJSTzTdXwWc_69
"So on a scale of 1 to 10, how badly did you feel this week?",T,DJSTzTdXwWc_70
"Well, when I left last time, it felt like a 5 or a 6, but now I'd say it's a 1 or a 2.",P,DJSTzTdXwWc_71
So what did you learn from this?,T,DJSTzTdXwWc_72
"Well, that the shirt wasn't as important to me as I thought and even though I don't have the shirt, I'll still have memories of that special Christmas. Also, since I gave the shirt to Goodwill, I think someone who needed a shirt probably got it and that's a good thing for them. My sister was actually proud of me for getting rid of something that was difficult. I don't understand why I thought it would be so horrible.",P,DJSTzTdXwWc_73
Do you think you might have the same reaction with other things you've been saving?,T,DJSTzTdXwWc_74
I guess I might.,P,DJSTzTdXwWc_75
"Well, why don't we try some different kinds of things and see if that's true?",T,DJSTzTdXwWc_76
Okay.,P,DJSTzTdXwWc_77
"So let me tell you what I normally do in this interview. We will talk for up to maybe 20 minutes or so. Normally, what I do is just give some feedback from all of those questionnaires that you answered last week and then we just talk together about that. But I always like to just start with wherever you would like to start as well. I am setting the focus and agenda, but also providing flexibility for Sarah. By letting her decide where to begin, I reinforce her autonomy and ability to self-reflect. I demonstrate that I am partnering with her.",T,EvLquWI8aqc_1
"Yeah, I mean when I was doing those questionnaires, it was weird because I don't really think about drinking being this huge deal, and I don't ever really think about how much I drink. Filling out how much I'm drinking every day was like, whoa, you know? I just didn't ever really think about it like that. If I try to actually count the drinks, it's kind of a lot.",P,EvLquWI8aqc_2
You were pretty shocked at what you learned about your patterns. I use a complex reflection to emphasize Sarah's beginning awareness. Complex reflections pick up on the emotional impact for the client and deepen the client's own self-reflection. Change comes when we begin to recognize that our current behavior is discrepant with how we see ourselves.,T,EvLquWI8aqc_3
"Well yeah, because I also kind of thought that I drank about as much as my friends did. Then I was talking to my roommate and telling her that I was drinking like 10 drinks on the weekends, including Thursday. And then she was like, 'Sarah, that is crazy, why are you drinking this?' And I guess my friends didn't know. Anyway, yeah, I don't know.",P,EvLquWI8aqc_4
"Yeah, this information has opened your eyes in some ways, and as you talk to your roommate about it, she was even shocked to know that you were drinking as much as you realized when you did the questionnaire.",T,EvLquWI8aqc_5
"Yeah, and I guess it was just like I thought that everybody was doing it, but that's not really what was going on.",P,EvLquWI8aqc_6
"Yeah, the fact that you're drinking stands out from others is clearly not something you had ever really taken into consideration before. Thus far, I am very careful about using the conversational style of following, focusing on demonstrating my understanding of Sarah's situation and allowing her to continue to talk. The reflections I have done have reinforced Sarah's alarm about her drinking.",T,EvLquWI8aqc_7
"Yeah, yeah. So that was the thing that was really the most weird about doing those forms.",P,EvLquWI8aqc_8
"One of the things, I mean motivational interviewing did start out in the addictions field and is widely used there. Traditionally, addiction counselors often have backgrounds as addicts themselves, and there is this hardcore approach of breaking through resistance and denial where people have to be abstinent. This is a very different approach.",T,EvLquWI8aqc_9
"It is a different approach. The others have certainly been traditional and perhaps for some people those have been effective. But in motivational interviewing, we really want the client to be the one who determines if they have a problem and give them the full opportunity to examine this and establish their own goals. It was quite revolutionary to approach the client from this direction.",T,EvLquWI8aqc_10
"So Jane, it sounds like you're angry with your supervisor. Would I be right in saying that?",T,8mQZzlQXK1Q_1
"Well, I think I'm pretty angry.",P,8mQZzlQXK1Q_2
"All right. Well look, maybe to help me understand more about that anger, I'm wondering if you could choose two or three pictures here that look like how you were angry at the time. Which of the cards here would show how angry you were?",T,8mQZzlQXK1Q_3
"Okay, that's fine. I'll just have a look at those. Okay. It does look like anger, doesn't it? It's a pretty big anger.",T,8mQZzlQXK1Q_4
"So after you'd had that big thing with your mom, you went to your room, is that right?",T,8mQZzlQXK1Q_5
"Well, she got really angry at me because on the way to my room, my idiot sister got in the way. So I pushed her out of the way. She's just annoying. So then I went into my room, the only place I really feel safe, slammed the door, and then mom's favorite picture fell on the floor.",P,8mQZzlQXK1Q_6
"Thank you for sharing that and being so honest about your anger. It's helping me understand that this is really big for you. Surprisingly, anger is a good thing because it lets you know something wasn't fair. But what happened next was that your anger took charge and did more than it's meant to do. It just pushed you out of the road and said, 'I'm taking control here'.",T,8mQZzlQXK1Q_7
"So Jane, when you were angry, did you feel it anywhere in your body?",T,8mQZzlQXK1Q_8
"Well, my neck is really sore and it's really paining. And my shoulders. It just feels like I've been hit by something.",P,8mQZzlQXK1Q_9
"At the end of the day, with pushing your sister over and yelling at your mom, did anything change?",T,8mQZzlQXK1Q_10
"No, it made it worse.",P,8mQZzlQXK1Q_11
"Yeah, which is hard to see at the time. If we tell our anger, 'Thank you, you've done a good job,' it doesn't have to get so angry then. You've let me know I'm angry, now I'm going to deal with it from here.",T,8mQZzlQXK1Q_12
"You'll have to help me with that a bit, I think.",P,8mQZzlQXK1Q_13
"Well, we will. We will.",T,8mQZzlQXK1Q_14
"To orient you, in Dialectical Behavior Therapy (DBT), we have a treatment target hierarchy. Alice and I have collaboratively agreed upon targets like self-harm, eating habits, and relationships, which she monitors daily on a diary card. Patients also rate their current urges and connection to the therapist right before and after each session. Today, we're assuming we're in the fifth or sixth session, where the focus moves toward quality-of-life issues.",T,nFwAiO22g4Y_1
"Hi, Alice.",T,nFwAiO22g4Y_2
Hi.,P,nFwAiO22g4Y_3
Are you okay? You look like you feel terrible.,T,nFwAiO22g4Y_4
Thanks. That was really mean.,P,nFwAiO22g4Y_5
"I'm sorry, I was too abrupt. I meant you look like you're in pain. Let's look at your week. It says you hurt yourself on Friday. Are you having trouble focusing right now?",T,nFwAiO22g4Y_6
You want to quit therapy because I cut myself.,P,nFwAiO22g4Y_7
"Look at me, Alice. Your urges and misery are high, but I don't want to quit. Why do you think that?",T,nFwAiO22g4Y_8
Because I cut myself on Friday. All my other therapists fired me for that.,P,nFwAiO22g4Y_9
"You're stuck in your head and focused on past history. I'm right here, and we've just started. What if I'm not going to fire you? Could you be open to that possibility?",T,nFwAiO22g4Y_10
Being open to the chance of it not happening means I'm opening myself to the disappointment of it actually happening.,P,nFwAiO22g4Y_11
"You've already decided it happened, which causes you suffering. Try to be open to the other possibility. I see you've had a terrible week, and you're worried I'll give up on you.",T,nFwAiO22g4Y_12
You're judging how terrible I am. You're going to find out just like all the others did.,P,nFwAiO22g4Y_13
I don't want you to get stuck on something that isn't true right now. I'm not firing you.,T,nFwAiO22g4Y_14
It's hard to remember our plans; you talk so much. I didn't call for coaching because I already knew I was going to cut myself.,P,nFwAiO22g4Y_15
You don't get fired for failing to call or for having the problems that brought you into therapy. I want us to work on what's actually going on in your life.,T,nFwAiO22g4Y_16
"Will you write down that you won't fire me on my diary card, please?",P,nFwAiO22g4Y_17
"Sure. I'll write 'I won't fire you, Alice' and sign it so you have it in writing. Does that make a difference for you right now?",T,nFwAiO22g4Y_18
"Yeah, because I can hold on to it. Do you blame me for being so scared?",P,nFwAiO22g4Y_19
"No, it makes complete sense given your history. But your job is to look at me and see that I'm not being critical. If you stay present, your shame will go down. I'm going to record the rest of our session so you can listen later when you're less upset.",T,nFwAiO22g4Y_20
"Even for cutting myself? If I kill myself, then I fire you.",P,nFwAiO22g4Y_21
"That’s not a fair deal. We both have to stay alive for the year. Right now, your urges are at a six. If you feel like bolting, tell me, and I'll sit in front of the door.",T,nFwAiO22g4Y_22
"If it got that bad, I'd go to the hospital. Let's talk about Friday; I cut myself because I was feeling suicidal, but I promise I won't kill myself.",P,nFwAiO22g4Y_23
Okay. How is your therapy group going? Did you learn any new skills?,T,nFwAiO22g4Y_24
"I learned alternate rebellion. After group, I got in a fight with John. Instead of yelling, I peed in the shower because I knew he'd hate it, and it made me laugh.",P,nFwAiO22g4Y_25
"That's a fantastic example of using the skill. Now, let's go back to Friday night. You cut yourself around 10:00 PM after your roommate left?",T,nFwAiO22g4Y_26
Yes. I hadn't eaten and felt sick. I was drinking on Thursday and didn't sleep much either.,P,nFwAiO22g4Y_27
"So you were physically vulnerable. John came over to watch a movie, and you were excited but also really scared.",T,nFwAiO22g4Y_28
"I was worried I would mess things up. I asked him to hold me, but he said he wanted to take things slow and just sit next to me. I wanted to disappear in him.",P,nFwAiO22g4Y_29
"You were longing for closeness, and his refusal felt invalidating, like you shouldn't even want it. It's sensible to feel disappointed when you don't get what you need.",T,nFwAiO22g4Y_30
"I felt a black hole of hurt. I tried to focus on my cat instead, but I was thinking about killing myself. I felt like I'd never have closeness and didn't deserve it.",P,nFwAiO22g4Y_31
"Instead of sinking into hopelessness, try to notice 'I don't deserve it' as a judgment. Can you practice noticing these judgments twice a day this week?",T,nFwAiO22g4Y_32
Okay. I'll set alarms for 10:00 AM and 7:00 PM. The message will be 'notice judgment and play with the cat'.,P,nFwAiO22g4Y_33
Perfect. Let's re-rate your urges. How are you feeling now at the end of the session?,T,nFwAiO22g4Y_34
"My suicidal urges are down to a three. My misery is at a five, and I feel a seven in terms of being connected to you. I'll call if I get stuck.",P,nFwAiO22g4Y_35
"That's great, Alice. I'll see you at the same time next week.",T,nFwAiO22g4Y_36
I don't even need a who's right. I don't need to always be right. I would just like to be heard.,P,xaHms5z-yuM_1
"I'm sorry. I hear that you feel that way, Ria. I don't mean it to be like that. I love you.",T,xaHms5z-yuM_2
"That would be okay. I don't need to hear that everything I said is right. If you said, 'I don't really agree with you, Ria, but I hear what you're saying, and I love you, and I don't know what to do next, so I gotta go.'",P,xaHms5z-yuM_3
"So you help me. You're saying something incredibly powerful to this man. What you're saying to him, if I'm hearing you right, is: 'Matt, I don't need you to be perfect. I don't need to be right.'",T,xaHms5z-yuM_4
I don't need you to fix it right this second.,P,xaHms5z-yuM_5
I don't need you to fix it. It's okay for me to be disappointed sometimes. I just need to know that I'm important to you and you can reach for me. That's all I need to know.,T,xaHms5z-yuM_6
"What I'm doing here is reflecting her attachment needs and longings. Validating her and reflecting her feelings helps calm her down and stay with the present process. Something like, 'I care about how you feel. I care that you're hurt. I love you.' You need reassurance, yeah?",T,xaHms5z-yuM_7
Yes.,P,xaHms5z-yuM_8
"You're saying to him, in those moments, 'I do love you.' Even though you're overwhelmed, what I need is to know that you're still struggling to be with me, that I matter to you, and that you love me.",T,xaHms5z-yuM_9
Because I don't really know that he loves me right now.,P,xaHms5z-yuM_10
"Right. I need reassurance. That's what you're telling him, yeah?",T,xaHms5z-yuM_11
"I just don't know that he loves me, really.",P,xaHms5z-yuM_12
"Can you tell him that right now? This is the first time I create an enactment, which is a central part of EFT. I've tried to distill her emotions, focusing on the attachment meaning. It would help me not to spiral down into despair to know that I still matter to you.",T,xaHms5z-yuM_13
It would help me calm down. And it would help me stop trying to be right if you could just somehow reassure me and tell me that you love me or make some gesture.,P,xaHms5z-yuM_14
Reach for me. Yeah?,T,xaHms5z-yuM_15
Anything would be nice. To make me feel like you don't just have nothing for me.,P,xaHms5z-yuM_16
"I hear what you're saying. I hear that. My immediate reaction is nobody's doing that for me and I'm putting forth one more effort. My finger is in the dam and the water is lapping over, and I've got to do one more thing?",T,xaHms5z-yuM_17
"Feminist family therapy grew out of the second wave of feminism in the 1960s and 70s. The model focuses on the personal as political, challenging sex-role stereotypes, and forming egalitarian relationships. In this video, Dr. Patricia Robertson works with an African American family, highlighting interventions where women's voices are valued and their experiences are de-pathologized and reframed.",T,YuFmc3y72Nw_1
"Good morning. I'm interested in getting to know all of you and finding out why you're here. One of you called for an appointment, who did that?",T,YuFmc3y72Nw_2
"I did. I wanted to get some help for my mom who just ended a four-year relationship. She was really sad for a long time, and I just want her to be happy. I want to be happy too.",P,YuFmc3y72Nw_3
"What is your perception of your mother in that relationship, and how has him being out of your life been significant?",T,YuFmc3y72Nw_4
"She was happy for a long time, but I think she has a problem picking men. He needed too much of her time and attention, and I kind of lost her when he was around. I liked him okay, but I just want her to be happy.",P,YuFmc3y72Nw_5
"Lee, how does it feel for you to hear your daughters' perceptions that they lose you when men are in your life?",T,YuFmc3y72Nw_6
"I guess I have a 'Mother Teresa syndrome' where I'm always bringing in wounded dogs. I start out giving and nurturing, but then I do all the work and get tired of it. I was attracted to Ralph because he was quiet, supportive, and wasn't insecure about me being a strong, educated black woman, but eventually I was the only one fulfilling his needs.",P,YuFmc3y72Nw_7
"What I'm hearing is that you fell in love with someone respectful, but when things shifted, you had the courage to get out. Instead of a flawed picking mechanism, you chose someone who looked like a good partner and then had the strength to leave when they weren't.",T,YuFmc3y72Nw_8
"Yes, I really want an equal partnership where I'm not always the one giving more. When I get my courage back, I feel like Wonder Woman again. I feel energized and like I've thrown off a shell. It feels good.",P,YuFmc3y72Nw_9
How is it for the daughters to hear your mom say that?,T,YuFmc3y72Nw_10
"I remember when you were strong applying for the bank vice presidency. I was the best candidate, but colleagues said I was 'playing the race card.' It was hurtful because they knew my abilities, but I stayed quiet to maintain the work environment and did my best anyway.",P,YuFmc3y72Nw_11
"In a non-dominant culture, messages often say you are 'less than.' We pathologize members instead of asking why there aren't more women of color in power. It shifts focus away from systemic issues to personal accusations like 'playing the race card.' Are there other similar experiences?",T,YuFmc3y72Nw_12
"In college and my career, I feel I must represent all black women. If I'm absent, everyone notices. If I fail, it's proof I don't belong; if I succeed, they assume I had extra help. It's a burden. My mom is strong, but I've decided to keep men at a distance for now because I like my own space and independence.",P,YuFmc3y72Nw_13
"I worry my girls picked up on a flawed mechanism from me, maybe because my father died young and I had an unfulfilled need. Growing up, I just feel men are hopeless. Mom is a great role model; she puts her whole self into relationships, and getting hurt is just part of loving someone.",P,YuFmc3y72Nw_14
"I want you to honor your mom's grieving and let her choose her own timeline. I'm interested in us having more conversations to bear witness to your perspectives, including issues with commitment and men.",T,YuFmc3y72Nw_15
"This has been very beneficial, and I see things in a different light now. Thanks for dragging me in here, girls. It was nice to meet you.",P,YuFmc3y72Nw_16
"Pat, thank you for the demonstration of feminist family therapy. What were your favorite parts of it?",T,YuFmc3y72Nw_17
I enjoyed the demonstration of egalitarianism and the chance to de-pathologize their experiences. Re-labeling the 'picking mechanism' as courage and reframing the systemic issues at work were key. It was about validating the women's experiences and collaborating in the therapeutic process.,T,YuFmc3y72Nw_18
"Good morning, Curtis. It's good seeing you again. Go ahead and have a seat. How are you doing today?",T,ufXwxYsVaeA_1
"I'm doing very well, how are you doing?",P,ufXwxYsVaeA_2
I'm doing good. So today is your first visit with me. Were you okay with traffic? Were you able to find this place?,T,ufXwxYsVaeA_3
"I was, I was. A little shaky but...",P,ufXwxYsVaeA_4
"Yeah, did you find parking okay?",T,ufXwxYsVaeA_5
